soc_code,onet_soc_code,occupation_title,task,task_type,source_date,rank
47-2141,47-2141.00,"Painters, Construction and Maintenance","Erect scaffolding or swing gates, or set up ladders, to work above ground level.",Core,08/2025,2
47-2141,47-2141.00,"Painters, Construction and Maintenance","Mix and match colors of paint, stain, or varnish with oil or thinning and drying additives to obtain desired colors and consistencies.",Core,08/2025,3
47-2141,47-2141.00,"Painters, Construction and Maintenance","Use special finishing techniques such as sponging, ragging, layering, or faux finishing.",Core,08/2025,4
47-2141,47-2141.00,"Painters, Construction and Maintenance",Cover surfaces with dropcloths or masking tape and paper to protect surfaces during painting.,Core,08/2025,5
47-2141,47-2141.00,"Painters, Construction and Maintenance","Calculate amounts of required materials and estimate costs, based on surface measurements or work orders.",Core,08/2025,6
47-2141,47-2141.00,"Painters, Construction and Maintenance","Smooth surfaces, using sandpaper, scrapers, brushes, steel wool, or sanding machines.",Core,08/2025,7
47-2141,47-2141.00,"Painters, Construction and Maintenance","Apply primers or sealers to prepare new surfaces, such as bare wood or metal, for finish coats.",Core,08/2025,8
47-2141,47-2141.00,"Painters, Construction and Maintenance","Apply paint, stain, varnish, enamel, or other finishes to equipment, buildings, bridges, or other structures, using brushes, spray guns, or rollers.",Core,08/2025,9
47-2141,47-2141.00,"Painters, Construction and Maintenance",Read work orders or receive instructions from supervisors or homeowners to determine work requirements.,Core,08/2025,10
47-2141,47-2141.00,"Painters, Construction and Maintenance","Remove fixtures such as pictures, door knobs, lamps, or electric switch covers prior to painting.",Core,08/2025,11
47-2141,47-2141.00,"Painters, Construction and Maintenance","Wash and treat surfaces with oil, turpentine, mildew remover, or other preparations, and sand rough spots to ensure that finishes will adhere properly.",Core,08/2025,12
47-2142,47-2142.00,Paperhangers,Smooth strips or sections of paper with brushes or rollers to remove wrinkles and bubbles and to smooth joints.,Core,06/2008,1
47-2142,47-2142.00,Paperhangers,"Check finished wallcoverings for proper alignment, pattern matching, and neatness of seams.",Core,06/2008,2
47-2142,47-2142.00,Paperhangers,"Mark vertical guidelines on walls to align strips, using plumb bobs and chalk lines.",Core,06/2008,3
47-2142,47-2142.00,Paperhangers,"Cover interior walls and ceilings of rooms with decorative wallpaper or fabric, using hand tools.",Core,06/2008,4
47-2142,47-2142.00,Paperhangers,"Measure and cut strips from rolls of wallpaper or fabric, using shears or razors.",Core,06/2008,5
47-2142,47-2142.00,Paperhangers,"Place strips or sections of paper on surfaces, aligning section edges and patterns.",Core,06/2008,6
47-2142,47-2142.00,Paperhangers,"Fill holes, cracks, and other surface imperfections preparatory to covering surfaces.",Core,06/2008,7
47-2142,47-2142.00,Paperhangers,Measure surfaces or review work orders to estimate the quantities of materials needed.,Core,06/2008,8
47-2142,47-2142.00,Paperhangers,"Smooth rough spots on walls and ceilings, using sandpaper.",Core,06/2008,9
47-2142,47-2142.00,Paperhangers,"Trim rough edges from strips, using straightedges and trimming knives.",Core,06/2008,10
47-2142,47-2142.00,Paperhangers,"Trim excess material at ceilings or baseboards, using knives.",Core,06/2008,11
47-2142,47-2142.00,Paperhangers,"Apply adhesives to the backs of paper strips, using brushes, or dunk strips of prepasted wallcovering in water, wiping off any excess adhesive.",Core,06/2008,12
47-2151,47-2151.00,Pipelayers,"Check slopes for conformance to requirements, using levels or lasers.",Core,08/2025,1
47-2151,47-2151.00,Pipelayers,"Connect pipe pieces and seal joints, using welding equipment, cement, or glue.",Core,08/2025,2
47-2151,47-2151.00,Pipelayers,Cut pipes to required lengths.,Core,08/2025,3
47-2151,47-2151.00,Pipelayers,"Install or use instruments such as lasers, grade rods, or transit levels.",Core,08/2025,4
47-2151,47-2151.00,Pipelayers,Align and position pipes to prepare them for welding or sealing.,Core,08/2025,5
47-2151,47-2151.00,Pipelayers,Train or supervise others in laying pipe.,Core,08/2025,6
47-2151,47-2151.00,Pipelayers,"Locate existing pipes needing repair or replacement, using magnetic or radio indicators.",Core,08/2025,7
47-2151,47-2151.00,Pipelayers,Cover pipes with earth or other materials.,Core,08/2025,8
47-2151,47-2151.00,Pipelayers,Install or repair sanitary or stormwater sewer structures or pipe systems.,Core,08/2025,9
47-2151,47-2151.00,Pipelayers,"Grade or level trench bases, using tamping machines or hand tools.",Core,08/2025,10
47-2151,47-2151.00,Pipelayers,"Lay out pipe routes, following written instructions or blueprints and coordinating layouts with supervisors.",Core,08/2025,11
47-2151,47-2151.00,Pipelayers,"Dig trenches to desired or required depths, by hand or using trenching tools.",Core,08/2025,12
47-2152,47-2152.00,"Plumbers, Pipefitters, and Steamfitters","Install pipe assemblies, fittings, valves, appliances such as dishwashers or water heaters, or fixtures such as sinks or toilets, using hand or power tools.",Core,08/2022,1
47-2152,47-2152.00,"Plumbers, Pipefitters, and Steamfitters",Keep records of work assignments.,Core,08/2022,2
47-2152,47-2152.00,"Plumbers, Pipefitters, and Steamfitters","Direct helpers engaged in pipe cutting, preassembly, or installation of plumbing systems or components.",Core,08/2022,3
47-2152,47-2152.00,"Plumbers, Pipefitters, and Steamfitters","Locate and mark the position of pipe installations, connections, passage holes, or fixtures in structures, using measuring instruments such as rulers or levels.",Core,08/2022,4
47-2152,47-2152.00,"Plumbers, Pipefitters, and Steamfitters",Anchor steel supports from ceiling joists to hold pipes in place.,Core,08/2022,5
47-2152,47-2152.00,"Plumbers, Pipefitters, and Steamfitters","Install green plumbing equipment, such as faucet flow restrictors, dual-flush or pressure-assisted flush toilets, or tankless hot water heaters.",Core,08/2022,6
47-2152,47-2152.00,"Plumbers, Pipefitters, and Steamfitters","Assemble pipe sections, tubing, or fittings, using couplings, clamps, screws, bolts, cement, plastic solvent, caulking, or soldering, brazing, or welding equipment.",Core,08/2022,7
47-2152,47-2152.00,"Plumbers, Pipefitters, and Steamfitters",Fill pipes or plumbing fixtures with water or air and observe pressure gauges to detect and locate leaks.,Core,08/2022,8
47-2152,47-2152.00,"Plumbers, Pipefitters, and Steamfitters","Maintain or repair plumbing by replacing defective washers, replacing or mending broken pipes, or opening clogged drains.",Core,08/2022,9
47-2152,47-2152.00,"Plumbers, Pipefitters, and Steamfitters","Estimate time, material, or labor costs for use in project plans.",Core,08/2022,10
47-2152,47-2152.00,"Plumbers, Pipefitters, and Steamfitters","Cut openings in structures to accommodate pipes or pipe fittings, using hand or power tools.",Core,08/2022,11
47-2152,47-2152.00,"Plumbers, Pipefitters, and Steamfitters","Review blueprints, building codes, or specifications to determine work details or procedures.",Core,08/2022,12
47-2161,47-2161.00,Plasterers and Stucco Masons,"Apply coats of plaster or stucco to walls, ceilings, or partitions of buildings, using trowels, brushes, or spray guns.",Core,07/2015,1
47-2161,47-2161.00,Plasterers and Stucco Masons,"Clean and prepare surfaces for applications of plaster, cement, stucco, or similar materials, such as by drywall taping.",Core,07/2015,2
47-2161,47-2161.00,Plasterers and Stucco Masons,Mix mortar and plaster to desired consistency or direct workers who perform mixing.,Core,07/2015,3
47-2161,47-2161.00,Plasterers and Stucco Masons,"Create decorative textures in finish coat, using brushes or trowels, sand, pebbles, or stones.",Core,07/2015,4
47-2161,47-2161.00,Plasterers and Stucco Masons,"Apply insulation to building exteriors by installing prefabricated insulation systems over existing walls or by covering the outer wall with insulation board, reinforcing mesh, and a base coat.",Core,07/2015,5
47-2161,47-2161.00,Plasterers and Stucco Masons,"Cover surfaces such as windows, doors, or sidewalks to protect from splashing.",Core,07/2015,6
47-2161,47-2161.00,Plasterers and Stucco Masons,Rough the undercoat surface with a scratcher so the finish coat will adhere.,Core,07/2015,7
47-2161,47-2161.00,Plasterers and Stucco Masons,"Apply weatherproof, decorative coverings to exterior surfaces of buildings, such as by troweling or spraying on coats of stucco.",Core,07/2015,8
47-2161,47-2161.00,Plasterers and Stucco Masons,Clean job sites.,Core,07/2015,9
47-2161,47-2161.00,Plasterers and Stucco Masons,Set up scaffolds.,Core,07/2015,10
47-2161,47-2161.00,Plasterers and Stucco Masons,Determine materials needed to complete the job and place orders accordingly.,Core,07/2015,11
47-2161,47-2161.00,Plasterers and Stucco Masons,Cure freshly plastered surfaces.,Supplemental,07/2015,12
47-2171,47-2171.00,Reinforcing Iron and Rebar Workers,"Space and fasten together rods in forms according to blueprints, using wire and pliers.",Core,07/2015,1
47-2171,47-2171.00,Reinforcing Iron and Rebar Workers,"Determine quantities, sizes, shapes, and locations of reinforcing rods from blueprints, sketches, or oral instructions.",Core,07/2015,2
47-2171,47-2171.00,Reinforcing Iron and Rebar Workers,"Cut rods to required lengths, using metal shears, hacksaws, bar cutters, or acetylene torches.",Core,07/2015,3
47-2171,47-2171.00,Reinforcing Iron and Rebar Workers,"Position and secure steel bars, rods, cables, or mesh in concrete forms, using fasteners, rod-bending machines, blowtorches, or hand tools.",Core,07/2015,4
47-2171,47-2171.00,Reinforcing Iron and Rebar Workers,Place blocks under rebar to hold the bars off the deck when reinforcing floors.,Core,07/2015,5
47-2171,47-2171.00,Reinforcing Iron and Rebar Workers,"Cut and fit wire mesh or fabric, using hooked rods, and position fabric or mesh in concrete to reinforce concrete.",Core,07/2015,6
47-2171,47-2171.00,Reinforcing Iron and Rebar Workers,Bend steel rods with hand tools or rod-bending machines and weld them with arc-welding equipment.,Core,07/2015,7
47-2181,47-2181.00,Roofers,Inspect problem roofs to determine the best repair procedures.,Core,07/2015,1
47-2181,47-2181.00,Roofers,"Install, repair, or replace single-ply roofing systems, using waterproof sheet materials such as modified plastics, elastomeric, or other asphaltic compositions.",Core,07/2015,2
47-2181,47-2181.00,Roofers,"Cut felt, shingles, or strips of flashing to fit angles formed by walls, vents, or intersecting roof surfaces.",Core,07/2015,3
47-2181,47-2181.00,Roofers,Cover exposed nailheads with roofing cement or caulking to prevent water leakage or rust.,Core,07/2015,4
47-2181,47-2181.00,Roofers,"Install partially overlapping layers of material over roof insulation surfaces, using chalk lines, gauges on shingling hatchets, or lines on shingles.",Core,07/2015,5
47-2181,47-2181.00,Roofers,Apply alternate layers of hot asphalt or tar and roofing paper to roofs.,Core,07/2015,6
47-2181,47-2181.00,Roofers,"Waterproof or damp-proof walls, floors, roofs, foundations, or basements by painting or spraying surfaces with waterproof coatings or by attaching waterproofing membranes to surfaces.",Core,07/2015,7
47-2181,47-2181.00,Roofers,"Smooth rough spots to prepare surfaces for waterproofing, using hammers, chisels, or rubbing bricks.",Core,07/2015,8
47-2181,47-2181.00,Roofers,"Apply reflective roof coatings, such as special paints or single-ply roofing sheets, to existing roofs to reduce solar heat absorption.",Core,07/2015,9
47-2181,47-2181.00,Roofers,Estimate materials and labor required to complete roofing jobs.,Core,07/2015,10
47-2181,47-2181.00,Roofers,Attach roofing paper to roofs in overlapping strips to form bases for other materials.,Core,07/2015,11
47-2181,47-2181.00,Roofers,Set up scaffolding to provide safe access to roofs.,Core,07/2015,12
47-2211,47-2211.00,Sheet Metal Workers,"Select gauges or types of sheet metal or nonmetallic material, according to product specifications.",Core,08/2023,1
47-2211,47-2211.00,Sheet Metal Workers,"Fabricate or alter parts at construction sites, using shears, hammers, punches, or drills.",Core,08/2023,2
47-2211,47-2211.00,Sheet Metal Workers,"Trim, file, grind, deburr, buff, or smooth surfaces, seams, or joints of assembled parts, using hand tools or portable power tools.",Core,08/2023,3
47-2211,47-2211.00,Sheet Metal Workers,"Maintain equipment, making repairs or modifications when necessary.",Core,08/2023,4
47-2211,47-2211.00,Sheet Metal Workers,"Shape metal material over anvils, blocks, or other forms, using hand tools.",Core,08/2023,5
47-2211,47-2211.00,Sheet Metal Workers,"Determine project requirements, such as scope, assembly sequences, or required methods or materials, using blueprints, drawings, or written or verbal instructions.",Core,08/2023,6
47-2211,47-2211.00,Sheet Metal Workers,"Install assemblies, such as flashing, pipes, tubes, heating and air conditioning ducts, furnace casings, rain gutters, or downspouts in supportive frameworks.",Core,08/2023,7
47-2211,47-2211.00,Sheet Metal Workers,"Fasten seams or joints together with welds, bolts, cement, rivets, solder, caulks, metal drive clips, or bonds to assemble components into products or to repair sheet metal items.",Core,08/2023,8
47-2211,47-2211.00,Sheet Metal Workers,Transport prefabricated parts to construction sites for assembly and installation.,Core,08/2023,9
47-2211,47-2211.00,Sheet Metal Workers,"Hire, train, or supervise new employees or apprentices.",Core,08/2023,10
47-2211,47-2211.00,Sheet Metal Workers,"Fabricate ducts for high efficiency heating, ventilating, and air conditioning (HVAC) systems to maximize efficiency of systems.",Core,08/2023,11
47-2211,47-2211.00,Sheet Metal Workers,"Lay out, measure, and mark dimensions and reference lines on material, such as roofing panels, using calculators, scribes, dividers, squares, or rulers.",Core,08/2023,12
47-2221,47-2221.00,Structural Iron and Steel Workers,"Connect columns, beams, and girders with bolts, following blueprints and instructions from supervisors.",Core,07/2015,1
47-2221,47-2221.00,Structural Iron and Steel Workers,"Bolt aligned structural steel members in position for permanent riveting, bolting, or welding into place.",Core,07/2015,2
47-2221,47-2221.00,Structural Iron and Steel Workers,"Cut, bend, or weld steel pieces, using metal shears, torches, or welding equipment.",Core,07/2015,3
47-2221,47-2221.00,Structural Iron and Steel Workers,"Fasten structural steel members to hoist cables, using chains, cables, or rope.",Core,07/2015,4
47-2221,47-2221.00,Structural Iron and Steel Workers,"Erect metal or precast concrete components for structures, such as buildings, bridges, dams, towers, storage tanks, fences, or highway guard rails.",Core,07/2015,5
47-2221,47-2221.00,Structural Iron and Steel Workers,"Pull, push, or pry structural steel members into approximate positions for bolting into place.",Core,07/2015,6
47-2221,47-2221.00,Structural Iron and Steel Workers,"Assemble hoisting equipment or rigging, such as cables, pulleys, or hooks, to move heavy equipment or materials.",Core,07/2015,7
47-2221,47-2221.00,Structural Iron and Steel Workers,"Force structural steel members into final positions, using turnbuckles, crowbars, jacks, or hand tools.",Core,07/2015,8
47-2221,47-2221.00,Structural Iron and Steel Workers,Drive drift pins through rivet holes to align rivet holes in structural steel members with corresponding holes in previously placed members.,Core,07/2015,9
47-2221,47-2221.00,Structural Iron and Steel Workers,Dismantle structures or equipment.,Core,07/2015,10
47-2221,47-2221.00,Structural Iron and Steel Workers,"Read specifications or blueprints to determine the locations, quantities, or sizes of materials required.",Core,07/2015,11
47-2221,47-2221.00,Structural Iron and Steel Workers,"Verify vertical and horizontal alignment of structural steel members, using plumb bobs, laser equipment, transits, or levels.",Core,07/2015,12
47-2231,47-2231.00,Solar Photovoltaic Installers,"Assemble solar modules, panels, or support structures, as specified.",Core,08/2024,1
47-2231,47-2231.00,Solar Photovoltaic Installers,"Install photovoltaic (PV) systems in accordance with codes and standards, using drawings, schematics, and instructions.",Core,08/2024,2
47-2231,47-2231.00,Solar Photovoltaic Installers,Activate photovoltaic (PV) systems to verify system functionality and conformity to performance expectations.,Core,08/2024,3
47-2231,47-2231.00,Solar Photovoltaic Installers,"Apply weather sealing to array, building, or support mechanisms.",Core,08/2024,4
47-2231,47-2231.00,Solar Photovoltaic Installers,"Determine appropriate sizes, ratings, and locations for all system overcurrent devices, disconnect devices, grounding equipment, and surge suppression equipment.",Core,08/2024,5
47-2231,47-2231.00,Solar Photovoltaic Installers,Determine connection interfaces for additional subpanels or for connecting photovoltaic (PV) systems with utility services or other power generation sources.,Core,08/2024,6
47-2231,47-2231.00,Solar Photovoltaic Installers,"Determine photovoltaic (PV) system designs or configurations based on factors such as customer needs, expectations, and site conditions.",Core,08/2024,7
47-2231,47-2231.00,Solar Photovoltaic Installers,"Diagram layouts and locations for photovoltaic (PV) arrays and equipment, including existing building or site features.",Core,08/2024,8
47-2231,47-2231.00,Solar Photovoltaic Installers,Examine designs to determine current requirements for all parts of the photovoltaic (PV) system electrical circuit.,Core,08/2024,9
47-2231,47-2231.00,Solar Photovoltaic Installers,"Identify electrical, environmental, and safety hazards associated with photovoltaic (PV) installations.",Core,08/2024,10
47-2231,47-2231.00,Solar Photovoltaic Installers,"Identify installation locations with proper orientation, area, solar access, or structural integrity for photovoltaic (PV) arrays.",Core,08/2024,11
47-2231,47-2231.00,Solar Photovoltaic Installers,"Identify methods for laying out, orienting, and mounting modules or arrays to ensure efficient installation, electrical configuration, or system maintenance.",Core,08/2024,12
47-3011,47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","Mix mortar, plaster, and grout, manually or using machines, according to standard formulas.",Core,07/2013,1
47-3011,47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","Remove damaged tile, brick, or mortar, and clean or prepare surfaces, using pliers, hammers, chisels, drills, wire brushes, or metal wire anchors.",Core,07/2013,2
47-3011,47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","Modify material moving, mixing, grouting, grinding, polishing, or cleaning procedures, according to installation or material requirements.",Core,07/2013,3
47-3011,47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","Transport materials, tools, or machines to installation sites, manually or using conveyance equipment.",Core,07/2013,4
47-3011,47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","Remove excess grout or residue from tile or brick joints, using sponges or trowels.",Core,07/2013,5
47-3011,47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","Cut materials to specified sizes for installation, using power saws or tile cutters.",Core,07/2013,6
47-3011,47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","Apply grout between joints of bricks or tiles, using grouting trowels.",Core,07/2013,7
47-3011,47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","Correct surface imperfections or fill chipped, cracked, or broken bricks or tiles, using fillers, adhesives, or grouting materials.",Core,07/2013,8
47-3011,47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","Clean installation surfaces, equipment, tools, work sites, or storage areas, using water, chemical solutions, oxygen lances, or polishing machines.",Core,07/2013,9
47-3011,47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","Apply caulk, sealants, or other agents to installed surfaces.",Core,07/2013,10
47-3011,47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",Erect scaffolding or other installation structures.,Core,07/2013,11
47-3011,47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","Locate and supply materials to masons for installation, following drawings or numbered sequences.",Core,07/2013,12
47-3012,47-3012.00,Helpers--Carpenters,"Position and hold timbers, lumber, or paneling in place for fastening or cutting.",Core,07/2013,1
47-3012,47-3012.00,Helpers--Carpenters,"Select tools, equipment, or materials from storage and transport items to work site.",Core,07/2013,2
47-3012,47-3012.00,Helpers--Carpenters,"Fasten timbers or lumber with glue, screws, pegs, or nails and install hardware.",Core,07/2013,3
47-3012,47-3012.00,Helpers--Carpenters,"Clean work areas, machines, or equipment, to maintain a clean and safe job site.",Core,07/2013,4
47-3012,47-3012.00,Helpers--Carpenters,"Cut timbers, lumber, or paneling to specified dimensions.",Core,07/2013,5
47-3012,47-3012.00,Helpers--Carpenters,"Hold plumb bobs, sighting rods, or other equipment to aid in establishing reference points and lines.",Core,07/2013,6
47-3012,47-3012.00,Helpers--Carpenters,"Smooth or sand surfaces to remove ridges, tool marks, glue, or caulking.",Core,07/2013,7
47-3012,47-3012.00,Helpers--Carpenters,"Erect scaffolding, shoring, or braces.",Core,07/2013,8
47-3012,47-3012.00,Helpers--Carpenters,"Align, straighten, plumb, or square forms for installation.",Core,07/2013,9
47-3012,47-3012.00,Helpers--Carpenters,"Perform tie spacing layout and measure, mark, drill or cut.",Core,07/2013,10
47-3012,47-3012.00,Helpers--Carpenters,"Secure stakes to grids for constructions of footings, nail scabs to footing forms, and vibrate and float concrete.",Core,07/2013,11
47-3012,47-3012.00,Helpers--Carpenters,Construct forms and assist in raising them to the required elevation.,Core,07/2013,12
47-3013,47-3013.00,Helpers--Electricians,"Measure, cut, and bend wire and conduit, using measuring instruments and hand tools.",Core,08/2023,1
47-3013,47-3013.00,Helpers--Electricians,"Disassemble defective electrical equipment, replace defective or worn parts, and reassemble equipment, using hand tools.",Core,08/2023,2
47-3013,47-3013.00,Helpers--Electricians,"Strip insulation from wire ends, using wire stripping pliers, and attach wires to terminals for subsequent soldering.",Core,08/2023,3
47-3013,47-3013.00,Helpers--Electricians,"Thread conduit ends, connect couplings, and fabricate and secure conduit support brackets, using hand tools.",Core,08/2023,4
47-3013,47-3013.00,Helpers--Electricians,Dig trenches or holes for installation of conduit or supports.,Core,08/2023,5
47-3013,47-3013.00,Helpers--Electricians,"Trace out short circuits in wiring, using test meter.",Core,08/2023,6
47-3013,47-3013.00,Helpers--Electricians,"Perform semi-skilled and unskilled laboring duties related to the installation, maintenance and repair of a wide variety of electrical systems and equipment.",Core,08/2023,7
47-3013,47-3013.00,Helpers--Electricians,"Transport tools, materials, equipment, and supplies to work site by hand, handtruck, or heavy, motorized truck.",Core,08/2023,8
47-3013,47-3013.00,Helpers--Electricians,"Examine electrical units for loose connections and broken insulation and tighten connections, using hand tools.",Core,08/2023,9
47-3013,47-3013.00,Helpers--Electricians,"Construct controllers and panels, using power drills, drill presses, taps, saws, and punches.",Core,08/2023,10
47-3013,47-3013.00,Helpers--Electricians,Clean work area and wash parts.,Core,08/2023,11
47-3013,47-3013.00,Helpers--Electricians,"Erect electrical system components and barricades, and rig scaffolds, hoists, and shoring.",Core,08/2023,12
47-3014,47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",Fill cracks or breaks in surfaces of plaster articles or areas with putty or epoxy compounds.,Core,06/2007,1
47-3014,47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",Supply or hold tools and materials.,Core,06/2007,2
47-3014,47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons","Apply protective coverings, such as masking tape, to articles or areas that could be damaged or stained by work processes.",Core,06/2007,3
47-3014,47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",Clean work areas and equipment.,Core,06/2007,4
47-3014,47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",Erect scaffolding.,Core,06/2007,5
47-3014,47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons","Perform support duties to assist painters, paperhangers, plasterers, or masons.",Core,06/2007,6
47-3014,47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons","Remove articles such as cabinets, metal furniture, and paint containers from stripping tanks after prescribed periods of time.",Supplemental,06/2007,7
47-3014,47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons","Smooth surfaces of articles to be painted, using sanding and buffing tools and equipment.",Supplemental,06/2007,8
47-3014,47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",Place articles to be stripped into stripping tanks.,Supplemental,06/2007,9
47-3014,47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons","Mix plaster, and carry plaster to plasterers.",Supplemental,06/2007,10
47-3014,47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",Pour specified amounts of chemical solutions into stripping tanks.,Supplemental,06/2007,11
47-3015,47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","Requisition tools and equipment, select type and size of pipe, and collect and transport materials and equipment to work site.",Core,07/2011,1
47-3015,47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Cut or drill holes in walls or floors to accommodate the passage of pipes.,Core,07/2011,2
47-3015,47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","Mount brackets and hangers on walls and ceilings to hold pipes, and set sleeves or inserts to provide support for pipes.",Core,07/2011,3
47-3015,47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","Fit or assist in fitting valves, couplings, or assemblies to tanks, pumps, or systems, using hand tools.",Core,07/2011,4
47-3015,47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Disassemble and remove damaged or worn pipe.,Core,07/2011,5
47-3015,47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","Clean shop, work area, and machines, using solvent and rags.",Core,07/2011,6
47-3015,47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","Perform rough-ins, repair and replace fixtures and water heaters, and locate, repair, or remove leaking or broken pipes.",Core,07/2011,7
47-3015,47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","Measure, cut, thread and assemble new pipe, placing the assembled pipe in hangers or other supports.",Core,07/2011,8
47-3015,47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","Assist pipe fitters in the layout, assembly, and installation of piping for air, ammonia, gas, and water systems.",Core,07/2011,9
47-3015,47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","Excavate and grade ditches, and lay and join pipe for water and sewer service.",Core,07/2011,10
47-3015,47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Cut pipe and lift up to fitters.,Core,07/2011,11
47-3015,47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","Immerse pipe in chemical solution to remove dirt, oil, and scale.",Supplemental,07/2011,12
47-3016,47-3016.00,Helpers--Roofers,Clean work areas and equipment.,Core,06/2008,1
47-3016,47-3016.00,Helpers--Roofers,Check to ensure that completed roofs are watertight.,Core,06/2008,2
47-3016,47-3016.00,Helpers--Roofers,Maintain tools and equipment.,Core,06/2008,3
47-3016,47-3016.00,Helpers--Roofers,"Unload materials and tools from work trucks, and unroll roofing as directed.",Core,06/2008,4
47-3016,47-3016.00,Helpers--Roofers,"Set ladders, scaffolds, and hoists in place for taking supplies to roofs.",Core,06/2008,5
47-3016,47-3016.00,Helpers--Roofers,Clear drains and downspouts and clean gutters.,Core,06/2008,6
47-3016,47-3016.00,Helpers--Roofers,Sweep and clean roofs to prepare them for the application of new roofing materials.,Core,06/2008,7
47-3016,47-3016.00,Helpers--Roofers,"Cover roofs with layers of roofing felt or asphalt strips before installing tile, slate, or composition materials.",Core,06/2008,8
47-3016,47-3016.00,Helpers--Roofers,Remove old roofing materials.,Core,06/2008,9
47-3016,47-3016.00,Helpers--Roofers,"Provide assistance to skilled roofers installing and repairing roofs, flashings, and surfaces.",Core,06/2008,10
47-3016,47-3016.00,Helpers--Roofers,"Place tiles, nail them to roof boards, and cover nailheads with roofing cement.",Core,06/2008,11
47-3016,47-3016.00,Helpers--Roofers,Perform emergency leak repairs and general maintenance for a variety of roof types.,Core,06/2008,12
47-4011,47-4011.01,Energy Auditors,Perform tests such as blower-door tests to locate air leaks.,Core,08/2022,1
47-4011,47-4011.01,Energy Auditors,"Inspect or evaluate building envelopes, mechanical systems, electrical systems, or process systems to determine the energy consumption of each system.",Core,08/2022,2
47-4011,47-4011.01,Energy Auditors,Prepare audit reports containing energy analysis results or recommendations for energy cost savings.,Core,08/2022,3
47-4011,47-4011.01,Energy Auditors,"Analyze energy bills, including utility rates or tariffs, to gather historical energy usage data.",Core,08/2022,4
47-4011,47-4011.01,Energy Auditors,"Analyze technical feasibility of energy-saving measures, using knowledge of engineering, energy production, energy use, construction, maintenance, system operation, or process systems.",Core,08/2022,5
47-4011,47-4011.01,Energy Auditors,Calculate potential for energy savings.,Core,08/2022,6
47-4011,47-4011.01,Energy Auditors,Collect and analyze field data related to energy usage.,Core,08/2022,7
47-4011,47-4011.01,Energy Auditors,Compare existing energy consumption levels to normative data.,Core,08/2022,8
47-4011,47-4011.01,Energy Auditors,"Determine patterns of building use to show annual or monthly needs for heating, cooling, lighting, or other energy needs.",Core,08/2022,9
47-4011,47-4011.01,Energy Auditors,Educate customers on energy efficiency or answer questions on topics such as the costs of running household appliances or the selection of energy-efficient appliances.,Core,08/2022,10
47-4011,47-4011.01,Energy Auditors,Identify and prioritize energy-saving measures.,Core,08/2022,11
