soc_code,onet_soc_code,occupation_title,knowledge_area,importance,source_date,rank
51-3091,51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",Administration and Management,1.82,07/2017,12
51-3091,51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",Computers and Electronics,1.81,07/2017,13
51-3091,51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",Sales and Marketing,1.79,07/2017,14
51-3091,51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",Administrative,1.7,07/2017,15
51-3092,51-3092.00,Food Batchmakers,Public Safety and Security,4.29,08/2021,1
51-3092,51-3092.00,Food Batchmakers,Food Production,4.26,08/2021,2
51-3092,51-3092.00,Food Batchmakers,Production and Processing,4.21,08/2021,3
51-3092,51-3092.00,Food Batchmakers,Education and Training,3.57,08/2021,4
51-3092,51-3092.00,Food Batchmakers,English Language,3.47,08/2021,5
51-3092,51-3092.00,Food Batchmakers,Administration and Management,3.15,08/2021,6
51-3092,51-3092.00,Food Batchmakers,Mechanical,3.15,08/2021,7
51-3092,51-3092.00,Food Batchmakers,Mathematics,3.12,08/2021,8
51-3092,51-3092.00,Food Batchmakers,Computers and Electronics,3.09,08/2021,9
51-3092,51-3092.00,Food Batchmakers,Administrative,2.91,08/2021,10
51-3092,51-3092.00,Food Batchmakers,Customer and Personal Service,2.9,08/2021,11
51-3092,51-3092.00,Food Batchmakers,Engineering and Technology,2.61,08/2021,12
51-3092,51-3092.00,Food Batchmakers,Personnel and Human Resources,2.58,08/2021,13
51-3092,51-3092.00,Food Batchmakers,Chemistry,2.49,08/2021,14
51-3092,51-3092.00,Food Batchmakers,Psychology,2.47,08/2021,15
51-3093,51-3093.00,Food Cooking Machine Operators and Tenders,Production and Processing,4.35,08/2021,1
51-3093,51-3093.00,Food Cooking Machine Operators and Tenders,Food Production,3.8,08/2021,2
51-3093,51-3093.00,Food Cooking Machine Operators and Tenders,Administration and Management,3.31,08/2021,3
51-3093,51-3093.00,Food Cooking Machine Operators and Tenders,Education and Training,3.13,08/2021,4
51-3093,51-3093.00,Food Cooking Machine Operators and Tenders,Mechanical,3.11,08/2021,5
51-3093,51-3093.00,Food Cooking Machine Operators and Tenders,English Language,2.81,08/2021,6
51-3093,51-3093.00,Food Cooking Machine Operators and Tenders,Computers and Electronics,2.64,08/2021,7
51-3093,51-3093.00,Food Cooking Machine Operators and Tenders,Customer and Personal Service,2.6,08/2021,8
51-3093,51-3093.00,Food Cooking Machine Operators and Tenders,Personnel and Human Resources,2.53,08/2021,9
51-3093,51-3093.00,Food Cooking Machine Operators and Tenders,Chemistry,2.3,08/2021,10
51-3093,51-3093.00,Food Cooking Machine Operators and Tenders,Mathematics,2.19,08/2021,11
51-3093,51-3093.00,Food Cooking Machine Operators and Tenders,Public Safety and Security,2.15,08/2021,12
51-3093,51-3093.00,Food Cooking Machine Operators and Tenders,Administrative,2.1,08/2021,13
51-3093,51-3093.00,Food Cooking Machine Operators and Tenders,Psychology,2.07,08/2021,14
51-3093,51-3093.00,Food Cooking Machine Operators and Tenders,Economics and Accounting,1.89,08/2021,15
51-4021,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",Production and Processing,4.04,07/2015,1
51-4021,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",Mathematics,3.5,07/2015,2
51-4021,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",English Language,3.47,07/2015,3
51-4021,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",Administration and Management,2.76,07/2015,4
51-4021,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",Computers and Electronics,2.55,07/2015,5
51-4021,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",Mechanical,2.5,07/2015,6
51-4021,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",Public Safety and Security,2.34,07/2015,7
51-4021,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",Customer and Personal Service,2.3,07/2015,8
51-4021,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",Education and Training,2.21,07/2015,9
51-4021,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",Engineering and Technology,2.2,07/2015,10
51-4021,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",Design,2.09,07/2015,11
51-4021,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",Administrative,1.88,07/2015,12
51-4021,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",Transportation,1.74,07/2015,13
51-4021,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",Personnel and Human Resources,1.69,07/2015,14
51-4021,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",Economics and Accounting,1.64,07/2015,15
51-4022,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",Production and Processing,4.16,07/2016,1
51-4022,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",Mathematics,3.64,07/2016,2
51-4022,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",Education and Training,3.58,07/2016,3
51-4022,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",Mechanical,3.48,07/2016,4
51-4022,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",Engineering and Technology,3.24,07/2016,5
51-4022,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",Design,3.03,07/2016,6
51-4022,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",English Language,2.91,07/2016,7
51-4022,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",Computers and Electronics,2.9,07/2016,8
51-4022,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",Administration and Management,2.88,07/2016,9
51-4022,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",Customer and Personal Service,2.79,07/2016,10
51-4022,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",Administrative,2.71,07/2016,11
51-4022,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",Transportation,2.65,07/2016,12
51-4022,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",Chemistry,2.51,07/2016,13
51-4022,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",Public Safety and Security,2.49,07/2016,14
51-4022,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",Physics,2.45,07/2016,15
51-4023,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",Mechanical,3.87,08/2018,1
51-4023,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",Production and Processing,3.5,08/2018,2
51-4023,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",English Language,3.4,08/2018,3
51-4023,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",Education and Training,3.11,08/2018,4
51-4023,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",Administration and Management,2.87,08/2018,5
51-4023,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",Customer and Personal Service,2.6,08/2018,6
51-4023,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",Engineering and Technology,2.6,08/2018,7
51-4023,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",Mathematics,2.59,08/2018,8
51-4023,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",Public Safety and Security,2.56,08/2018,9
51-4023,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",Computers and Electronics,2.51,08/2018,10
51-4023,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",Chemistry,2.17,08/2018,11
51-4023,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",Transportation,1.97,08/2018,12
51-4023,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",Design,1.91,08/2018,13
51-4023,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",Physics,1.89,08/2018,14
51-4023,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",Personnel and Human Resources,1.82,08/2018,15
51-4031,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",Production and Processing,3.25,08/2025,1
51-4031,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",Mechanical,2.96,08/2025,2
51-4031,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",English Language,2.95,08/2025,3
51-4031,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",Mathematics,2.4,08/2025,4
51-4031,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",Engineering and Technology,2.39,08/2025,5
51-4031,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",Education and Training,2.25,08/2025,6
51-4031,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",Design,2.14,08/2025,7
51-4031,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",Computers and Electronics,2.01,08/2025,8
51-4031,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",Transportation,1.84,08/2025,9
51-4031,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",Chemistry,1.75,08/2025,10
51-4031,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",Public Safety and Security,1.74,08/2025,11
51-4031,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",Physics,1.69,08/2025,12
51-4031,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",Customer and Personal Service,1.67,08/2025,13
51-4031,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",Administration and Management,1.64,08/2025,14
51-4031,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",Economics and Accounting,1.54,08/2025,15
51-4032,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Mathematics,4.4,08/2022,1
51-4032,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Production and Processing,4.38,08/2022,2
51-4032,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Mechanical,4.32,08/2022,3
51-4032,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",English Language,4.0,08/2022,4
51-4032,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Engineering and Technology,3.52,08/2022,5
51-4032,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Education and Training,3.32,08/2022,6
51-4032,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Design,3.25,08/2022,7
51-4032,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Administration and Management,3.01,08/2022,8
51-4032,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Computers and Electronics,2.96,08/2022,9
51-4032,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Customer and Personal Service,2.8,08/2022,10
51-4032,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Physics,2.75,08/2022,11
51-4032,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Public Safety and Security,2.61,08/2022,12
51-4032,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Building and Construction,2.49,08/2022,13
51-4032,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Transportation,2.14,08/2022,14
51-4032,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Chemistry,2.09,08/2022,15
51-4033,51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Production and Processing,3.49,07/2016,1
51-4033,51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Mathematics,2.97,07/2016,2
51-4033,51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Administration and Management,2.82,07/2016,3
51-4033,51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Mechanical,2.72,07/2016,4
51-4033,51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",English Language,2.65,07/2016,5
51-4033,51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Computers and Electronics,2.53,07/2016,6
51-4033,51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Design,2.21,07/2016,7
51-4033,51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Administrative,2.13,07/2016,8
51-4033,51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Engineering and Technology,2.11,07/2016,9
51-4033,51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Education and Training,2.07,07/2016,10
51-4033,51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Public Safety and Security,2.05,07/2016,11
51-4033,51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Customer and Personal Service,1.88,07/2016,12
51-4033,51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Chemistry,1.81,07/2016,13
51-4033,51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Psychology,1.67,07/2016,14
51-4033,51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Personnel and Human Resources,1.64,07/2016,15
51-4034,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Production and Processing,3.98,08/2024,1
51-4034,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Mechanical,3.63,08/2024,2
51-4034,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Engineering and Technology,3.6,08/2024,3
51-4034,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Education and Training,3.32,08/2024,4
51-4034,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Administration and Management,3.27,08/2024,5
51-4034,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Customer and Personal Service,3.26,08/2024,6
51-4034,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",English Language,3.17,08/2024,7
51-4034,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Mathematics,3.15,08/2024,8
51-4034,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Administrative,2.95,08/2024,9
51-4034,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Personnel and Human Resources,2.95,08/2024,10
51-4034,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Computers and Electronics,2.83,08/2024,11
51-4034,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Design,2.75,08/2024,12
51-4034,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Public Safety and Security,2.74,08/2024,13
51-4034,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Building and Construction,2.36,08/2024,14
51-4034,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Economics and Accounting,2.2,08/2024,15
51-4035,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Mechanical,3.72,08/2023,1
51-4035,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Production and Processing,3.57,08/2023,2
51-4035,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Mathematics,3.48,08/2023,3
51-4035,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",English Language,3.48,08/2023,4
51-4035,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Computers and Electronics,3.18,08/2023,5
51-4035,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Education and Training,2.98,08/2023,6
51-4035,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Design,2.95,08/2023,7
51-4035,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Engineering and Technology,2.91,08/2023,8
51-4035,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Administration and Management,2.79,08/2023,9
51-4035,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Public Safety and Security,2.69,08/2023,10
51-4035,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Personnel and Human Resources,2.49,08/2023,11
51-4035,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Customer and Personal Service,2.42,08/2023,12
51-4035,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Administrative,2.39,08/2023,13
51-4035,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Building and Construction,2.31,08/2023,14
51-4035,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Physics,2.26,08/2023,15
51-4041,51-4041.00,Machinists,Mathematics,3.47,08/2020,1
51-4041,51-4041.00,Machinists,Mechanical,3.3,08/2020,2
51-4041,51-4041.00,Machinists,Production and Processing,3.26,08/2020,3
51-4041,51-4041.00,Machinists,Design,3.01,08/2020,4
51-4041,51-4041.00,Machinists,Engineering and Technology,2.7,08/2020,5
51-4041,51-4041.00,Machinists,English Language,2.7,08/2020,6
51-4041,51-4041.00,Machinists,Customer and Personal Service,2.4,08/2020,7
51-4041,51-4041.00,Machinists,Computers and Electronics,2.37,08/2020,8
51-4041,51-4041.00,Machinists,Education and Training,2.22,08/2020,9
51-4041,51-4041.00,Machinists,Physics,2.2,08/2020,10
51-4041,51-4041.00,Machinists,Administration and Management,2.1,08/2020,11
51-4041,51-4041.00,Machinists,Administrative,2.05,08/2020,12
51-4041,51-4041.00,Machinists,Building and Construction,1.82,08/2020,13
51-4041,51-4041.00,Machinists,Personnel and Human Resources,1.79,08/2020,14
51-4041,51-4041.00,Machinists,Transportation,1.68,08/2020,15
51-4051,51-4051.00,Metal-Refining Furnace Operators and Tenders,Production and Processing,4.01,08/2018,1
51-4051,51-4051.00,Metal-Refining Furnace Operators and Tenders,Mechanical,3.66,08/2018,2
51-4051,51-4051.00,Metal-Refining Furnace Operators and Tenders,Public Safety and Security,3.2,08/2018,3
51-4051,51-4051.00,Metal-Refining Furnace Operators and Tenders,Administration and Management,3.17,08/2018,4
51-4051,51-4051.00,Metal-Refining Furnace Operators and Tenders,Education and Training,3.0,08/2018,5
51-4051,51-4051.00,Metal-Refining Furnace Operators and Tenders,Customer and Personal Service,2.81,08/2018,6
51-4051,51-4051.00,Metal-Refining Furnace Operators and Tenders,Chemistry,2.76,08/2018,7
51-4051,51-4051.00,Metal-Refining Furnace Operators and Tenders,Mathematics,2.74,08/2018,8
51-4051,51-4051.00,Metal-Refining Furnace Operators and Tenders,English Language,2.63,08/2018,9
51-4051,51-4051.00,Metal-Refining Furnace Operators and Tenders,Engineering and Technology,2.6,08/2018,10
51-4051,51-4051.00,Metal-Refining Furnace Operators and Tenders,Sales and Marketing,2.58,08/2018,11
51-4051,51-4051.00,Metal-Refining Furnace Operators and Tenders,Physics,2.46,08/2018,12
51-4051,51-4051.00,Metal-Refining Furnace Operators and Tenders,Personnel and Human Resources,2.34,08/2018,13
51-4051,51-4051.00,Metal-Refining Furnace Operators and Tenders,Computers and Electronics,2.29,08/2018,14
51-4051,51-4051.00,Metal-Refining Furnace Operators and Tenders,Administrative,2.27,08/2018,15
51-4052,51-4052.00,"Pourers and Casters, Metal",English Language,3.11,08/2024,1
51-4052,51-4052.00,"Pourers and Casters, Metal",Production and Processing,2.75,08/2024,2
51-4052,51-4052.00,"Pourers and Casters, Metal",Education and Training,2.61,08/2024,3
51-4052,51-4052.00,"Pourers and Casters, Metal",Mechanical,2.46,08/2024,4
51-4052,51-4052.00,"Pourers and Casters, Metal",Administration and Management,2.2,08/2024,5
51-4052,51-4052.00,"Pourers and Casters, Metal",Mathematics,2.16,08/2024,6
51-4052,51-4052.00,"Pourers and Casters, Metal",Transportation,2.13,08/2024,7
51-4052,51-4052.00,"Pourers and Casters, Metal",Public Safety and Security,1.91,08/2024,8
51-4052,51-4052.00,"Pourers and Casters, Metal",Chemistry,1.78,08/2024,9
51-4052,51-4052.00,"Pourers and Casters, Metal",Engineering and Technology,1.75,08/2024,10
51-4052,51-4052.00,"Pourers and Casters, Metal",Customer and Personal Service,1.72,08/2024,11
51-4052,51-4052.00,"Pourers and Casters, Metal",Personnel and Human Resources,1.67,08/2024,12
51-4052,51-4052.00,"Pourers and Casters, Metal",Computers and Electronics,1.67,08/2024,13
51-4052,51-4052.00,"Pourers and Casters, Metal",Design,1.63,08/2024,14
51-4052,51-4052.00,"Pourers and Casters, Metal",Administrative,1.58,08/2024,15
51-4061,51-4061.00,"Model Makers, Metal and Plastic",Mechanical,4.34,08/2025,1
51-4061,51-4061.00,"Model Makers, Metal and Plastic",Mathematics,4.03,08/2025,2
51-4061,51-4061.00,"Model Makers, Metal and Plastic",Production and Processing,3.92,08/2025,3
51-4061,51-4061.00,"Model Makers, Metal and Plastic",Design,3.86,08/2025,4
51-4061,51-4061.00,"Model Makers, Metal and Plastic",Engineering and Technology,3.76,08/2025,5
51-4061,51-4061.00,"Model Makers, Metal and Plastic",Computers and Electronics,2.94,08/2025,6
51-4061,51-4061.00,"Model Makers, Metal and Plastic",Sales and Marketing,2.69,08/2025,7
51-4061,51-4061.00,"Model Makers, Metal and Plastic",Customer and Personal Service,2.57,08/2025,8
51-4061,51-4061.00,"Model Makers, Metal and Plastic",English Language,2.46,08/2025,9
51-4061,51-4061.00,"Model Makers, Metal and Plastic",Education and Training,2.42,08/2025,10
51-4061,51-4061.00,"Model Makers, Metal and Plastic",Administration and Management,2.26,08/2025,11
51-4061,51-4061.00,"Model Makers, Metal and Plastic",Building and Construction,2.13,08/2025,12
51-4061,51-4061.00,"Model Makers, Metal and Plastic",Administrative,2.09,08/2025,13
51-4061,51-4061.00,"Model Makers, Metal and Plastic",Transportation,1.91,08/2025,14
51-4061,51-4061.00,"Model Makers, Metal and Plastic",Personnel and Human Resources,1.85,08/2025,15
51-4062,51-4062.00,"Patternmakers, Metal and Plastic",Production and Processing,3.58,07/2017,1
51-4062,51-4062.00,"Patternmakers, Metal and Plastic",Mechanical,3.42,07/2017,2
51-4062,51-4062.00,"Patternmakers, Metal and Plastic",Mathematics,3.35,07/2017,3
51-4062,51-4062.00,"Patternmakers, Metal and Plastic",Design,3.32,07/2017,4
51-4062,51-4062.00,"Patternmakers, Metal and Plastic",Engineering and Technology,3.07,07/2017,5
51-4062,51-4062.00,"Patternmakers, Metal and Plastic",Customer and Personal Service,2.83,07/2017,6
51-4062,51-4062.00,"Patternmakers, Metal and Plastic",Administration and Management,2.63,07/2017,7
51-4062,51-4062.00,"Patternmakers, Metal and Plastic",English Language,2.61,07/2017,8
51-4062,51-4062.00,"Patternmakers, Metal and Plastic",Administrative,2.54,07/2017,9
51-4062,51-4062.00,"Patternmakers, Metal and Plastic",Education and Training,2.53,07/2017,10
51-4062,51-4062.00,"Patternmakers, Metal and Plastic",Computers and Electronics,2.33,07/2017,11
51-4062,51-4062.00,"Patternmakers, Metal and Plastic",Personnel and Human Resources,1.97,07/2017,12
51-4062,51-4062.00,"Patternmakers, Metal and Plastic",Economics and Accounting,1.93,07/2017,13
51-4062,51-4062.00,"Patternmakers, Metal and Plastic",Physics,1.9,07/2017,14
51-4062,51-4062.00,"Patternmakers, Metal and Plastic",Transportation,1.82,07/2017,15
51-4071,51-4071.00,Foundry Mold and Coremakers,English Language,3.39,08/2023,1
51-4071,51-4071.00,Foundry Mold and Coremakers,Mechanical,3.37,08/2023,2
51-4071,51-4071.00,Foundry Mold and Coremakers,Production and Processing,3.27,08/2023,3
51-4071,51-4071.00,Foundry Mold and Coremakers,Education and Training,3.27,08/2023,4
51-4071,51-4071.00,Foundry Mold and Coremakers,Administration and Management,3.24,08/2023,5
51-4071,51-4071.00,Foundry Mold and Coremakers,Physics,3.15,08/2023,6
51-4071,51-4071.00,Foundry Mold and Coremakers,Design,3.07,08/2023,7
51-4071,51-4071.00,Foundry Mold and Coremakers,Engineering and Technology,3.02,08/2023,8
51-4071,51-4071.00,Foundry Mold and Coremakers,Chemistry,2.98,08/2023,9
51-4071,51-4071.00,Foundry Mold and Coremakers,Public Safety and Security,2.95,08/2023,10
51-4071,51-4071.00,Foundry Mold and Coremakers,Building and Construction,2.82,08/2023,11
51-4071,51-4071.00,Foundry Mold and Coremakers,Administrative,2.75,08/2023,12
51-4071,51-4071.00,Foundry Mold and Coremakers,Mathematics,2.68,08/2023,13
51-4071,51-4071.00,Foundry Mold and Coremakers,Customer and Personal Service,2.59,08/2023,14
51-4071,51-4071.00,Foundry Mold and Coremakers,Sales and Marketing,2.58,08/2023,15
51-4072,51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",Production and Processing,3.54,07/2016,1
51-4072,51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",Mechanical,3.48,07/2016,2
51-4072,51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",Mathematics,3.09,07/2016,3
51-4072,51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",English Language,2.86,07/2016,4
51-4072,51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",Administration and Management,2.52,07/2016,5
